Timestamp,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,Chocolate makes you.....,What makes a good day for you (1)?,What makes a good day for you (2)?,What programme are you in?,Birth Day,Birth Month,Birth Year,Neighbors,Competition,Random,Stress,Time you went to be Yesterday
4/1/2019 16:01:46,yes,0,mu,nee,male,fat,being productive,being social,econometrics and operations research,2.0,3.0,1994.0,8.0,99.0,1.0,0.0,22.0
4/1/2019 16:01:47,yes,0,unknown,nee,unknown,neither,serotonin,my frens,bioinformatics and systems biology,9.0,9.0,1996.0,5.0,25.0,666.0,20.0,1.0
4/1/2019 16:01:47,yes,0,mu,nee,male,slim,good food,good times with friends,bioinformatics and systems biology,9.0,9.0,1996.0,10.0,5.0,,0.02,23.0
4/1/2019 16:01:47,no,1,mu,nee,male,fat,enough sleep,worker out,business administration/business analytics,17.0,5.0,1993.0,6.0,27.0,5.0,60.0,22.0
4/1/2019 16:01:47,no,0,mu,nee,female,fat,meeting a good friend ,sports,artificial intelligence,14.0,9.0,1996.0,8.0,100.0,9.0,30.0,0.0
4/1/2019 16:01:47,no,0,mu,nee,female,slim,laughing,food,econometrics and operations research,22.0,3.0,1996.0,400.0,15.0,5.0,80.0,23.0
4/1/2019 16:01:48,yes,1,sigma,ja,male,i have no idea what you are talking about,sunshine,slumberparties,computer science,22.0,3.0,1994.0,9.0,100.0,0.0,1.0,5.0
4/1/2019 16:01:48,yes,0,mu,ja,unknown,i have no idea what you are talking about,sun,friends,information sciences,27.0,9.0,1994.0,470.0,5.0,7.0,2.0,1.0
4/1/2019 16:01:48,yes,1,mu,ja,male,fat,good food,hot shower,artificial intelligence,5.0,5.0,1993.0,1.0,5.0,4.57,99.0,0.0
4/1/2019 16:01:48,yes,1,mu,nee,male,fat,a dopamine rush,sun shining,artificial intelligence,7.0,10.0,1994.0,5.0,3.0,3.0,68.0,1.0
4/1/2019 16:01:48,yes,0,mu,ja,female,neither,sunshine,friends ,business administration/business analytics,14.0,7.0,1995.0,8.0,80.0,8.0,10.0,22.0
4/1/2019 16:01:48,yes,1,mu,nee,male,i have no idea what you are talking about,kindness,food,artificial intelligence,14.0,7.0,1991.0,400.0,100400.0,2.0,5.0,23.0
4/1/2019 16:01:48,no,0,mu,nee,male,neither,enough time in the morning,slow day,finance,17.0,3.0,1994.0,3.0,0.25,7.0,0.0,1.0
4/1/2019 16:01:48,no,1,mu,ja,female,neither,when i see dogs and can pet them,when i get to spend the day with my boyfriend,artificial intelligence,30.0,10.0,1994.0,1.0,100.0,7.0,15.0,1.0
4/1/2019 16:01:49,yes,0,mu,nee,female,fat,nice weather ,lovely people around you ,bioinformatics and systems biology,4.0,6.0,1994.0,1.0,6.0,6.0,6.0,2.0
4/1/2019 16:01:49,no,0,mu,nee,female,neither,friends,weather,computational science,14.0,7.0,1994.0,4.0,1.0,6.0,10.0,1.0
4/1/2019 16:01:49,yes,0,mu,ja,male,neither,no deadlines to work on ,sunny weather ,artificial intelligence,4.0,8.0,1993.0,1.0,12.0,8.0,20.0,2.0
4/1/2019 16:01:49,no,1,unknown,nee,male,fat,sun cream,sailboat,computational science,20.0,12.0,1993.0,400.0,0.2,6.0,40.0,22.0
4/1/2019 16:01:49,yes,1,sigma,ja,female,neither,productive ,chocolate ,artificial intelligence,30.0,4.0,1993.0,5.0,100.0,9.0,0.0,23.0
4/1/2019 16:01:49,yes,0,mu,nee,female,slim,beach,sun,business administration/business analytics,7.0,2.0,1995.0,2.0,1000.0,8.0,10.0,1.0
4/1/2019 16:01:50,no,0,mu,ja,male,fat,sunny day,fun,finance,27.0,8.0,1996.0,1.0,90.0,7.0,70.0,23.0
4/1/2019 16:01:50,yes,1,mu,unknown,male,i have no idea what you are talking about,fun ,daan,artificial intelligence,18.0,6.0,1992.0,20.0,,1.0,2.0,1.0
4/1/2019 16:01:50,yes,0,mu,ja,male,slim,no lectures,pizza,business administration/business analytics,9.0,11.0,2001.0,471.0,5.0,1.0,10.0,2.0
4/1/2019 16:01:50,yes,0,mu,ja,male,i have no idea what you are talking about,"weed, beer","no weed, no beer, no sun",computer science,11.0,8.0,1994.0,6.0,25.0,3.141,5.0,1.0
4/1/2019 16:01:50,no,1,mu,nee,female,neither,succeeding in life,being well rested,artificial intelligence,2.0,9.0,1995.0,2.0,1.0,5.0,60.0,23.0
4/1/2019 16:01:51,no,0,mu,nee,male,i have no idea what you are talking about,completing my thesis,passing this course,econometrics and operations research,9.0,10.0,1993.0,7.0,7.0,2.0,5.0,1.0
4/1/2019 16:01:51,yes,0,mu,ja,male,i have no idea what you are talking about,blue sunny sky,gangbangparty,computer science,16.0,2.0,1989.0,10.0,1000.0,6.0,100.0,3.0
4/1/2019 16:01:51,yes,0,mu,ja,male,i have no idea what you are talking about,success,love,artificial intelligence,16.0,2.0,1995.0,2.0,100.0,9.0,80.0,3.0
4/1/2019 16:01:51,no,0,mu,nee,male,fat,having time to chill,still being productive,finance,2.0,9.0,1994.0,8.0,0.0,1.0,50.0,0.0
4/1/2019 16:01:51,no,0,mu,nee,female,unknown,everything,everything,computational science,11.0,3.0,1996.0,1.0,16.0,6.0,100.0,0.0
4/1/2019 16:01:52,no,0,mu,ja,male,neither,winning a tennis match,being with friends,bioinformatics and systems biology,13.0,2.0,1995.0,4.0,5.0,9.0,30.0,1.0
4/1/2019 16:01:51,yes,1,mu,nee,male,neither,productive,gezellig,artificial intelligence,12.0,3.0,1997.0,8.0,5.0,8.0,50.0,0.0
4/1/2019 16:01:52,unknown,unknown,unknown,unknown,unknown,unknown,x,x,other,12.0,3.0,1997.0,,,,,
4/1/2019 16:01:52,no,0,mu,nee,female,i have no idea what you are talking about,llamas,pungent paws,artificial intelligence,3.0,6.0,1997.0,469.0,100470.0,5.0,78.0,2.0
